Company,TypeName,Ram,Weight,Price,Ips_Panel,Touchscreen,Cpu_Brand,Hdd,Ssd,Gpu_Brand,Operating_System,Ppi
Lenovo,2 in 1 Convertible,8,1.37,98514.72,1,1,Intel Core i7,0,512,Intel,Windows,158.48253022174808
Acer,Notebook,4,3.0,37402.56,1,0,Intel Core i3,0,256,Nvidia,Windows,127.33567457123111
Dell,Ultrabook,8,1.41,50562.72,0,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
HP,Notebook,8,1.91,23757.552,0,0,AMD,0,128,AMD,Windows,100.45466986113651
HP,Notebook,16,2.9,56423.52,1,0,Intel Core i7,1024,0,Nvidia,Windows,127.33567457123111
MSI,Gaming,16,4.14,133146.72,0,0,Intel Core i7,1024,512,Nvidia,Windows,127.33567457123111
Lenovo,2 in 1 Convertible,8,2.0,90522.72,1,1,Intel Core i7,0,512,Nvidia,Windows,141.21199808219862
Dell,Notebook,8,2.8,60845.76,0,0,Intel Core i7,1024,128,AMD,Windows,127.33567457123111
Lenovo,Notebook,4,2.2,23656.32,0,0,Intel Core i3,0,256,Intel,Other OS / No OS,141.21199808219862
HP,Notebook,4,2.1,38468.16,1,0,Intel Core i5,500,0,Intel,Windows,141.21199808219862
Dell,Notebook,4,2.18,35004.96,0,0,Intel Core i5,1024,0,Intel,Windows,141.21199808219862
Dell,Notebook,8,2.24,30103.2,0,0,Intel Core i5,1024,0,AMD,Windows,141.21199808219862
Dell,2 in 1 Convertible,8,2.67,42570.72,0,1,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Asus,2 in 1 Convertible,8,1.1,79866.72,0,1,Intel Core i7,0,512,Intel,Windows,165.6321180513006
Lenovo,Notebook,4,2.2,24881.76,0,0,Intel Core i5,1024,0,Intel,Other OS / No OS,141.21199808219862
HP,Notebook,8,2.5,54239.04,0,0,Intel Core i7,1024,0,Nvidia,Windows,127.33567457123111
Lenovo,Notebook,8,2.05,46886.4,0,0,Intel Core i7,0,256,Intel,Windows,141.21199808219862
Apple,Ultrabook,8,1.37,104370.192,1,0,Intel Core i5,0,512,Intel,Mac,226.98300468106115
Asus,Gaming,16,3.2,82530.72,0,0,AMD,1024,256,AMD,Windows,127.33567457123111
Dell,Notebook,8,2.14,39164.5296,0,0,Intel Core i7,0,256,AMD,Other OS / No OS,141.21199808219862
Lenovo,2 in 1 Convertible,16,1.36,133146.72,0,1,Intel Core i7,0,512,Intel,Windows,209.8006828649808
Toshiba,Notebook,8,2.2,43263.36,0,0,Intel Core i7,500,0,Nvidia,Windows,100.45466986113651
Dell,Notebook,12,2.3,37992.3696,0,0,Intel Core i7,1024,0,Intel,Windows,100.45466986113651
Dell,Notebook,8,2.8,58554.72,0,0,Intel Core i7,1024,128,AMD,Other OS / No OS,127.33567457123111
Acer,Notebook,8,2.2,39693.6,1,0,Intel Core i7,1024,0,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,4,2.8,26053.92,0,0,Intel Core i3,1024,0,Intel,Windows,106.11306214269258
Lenovo,Notebook,8,2.8,45234.72,0,0,Intel Core i7,2048,0,Nvidia,Other OS / No OS,127.33567457123111
Lenovo,Notebook,6,2.8,45767.52,0,0,Intel Core i7,1024,128,Nvidia,Windows,106.11306214269258
Dell,Notebook,4,2.25,22803.84,0,0,Intel Core i3,1024,0,AMD,Other OS / No OS,141.21199808219862
Lenovo,Gaming,8,2.5,44169.12,1,0,Intel Core i5,0,256,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,6,2.2,30849.12,0,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Acer,Notebook,8,3.0,50669.28,1,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Acer,Notebook,12,2.15,35111.52,1,1,Intel Core i7,1024,0,Intel,Windows,141.21199808219862
Lenovo,Notebook,8,1.95,58448.16,1,0,Intel Core i7,0,256,Intel,Windows,141.21199808219862
Asus,Ultrabook,8,1.7,52054.56,0,0,Intel Core i5,0,256,Nvidia,Windows,141.21199808219862
Lenovo,Gaming,16,2.5,62817.12,1,0,Intel Core i7,1024,256,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,8,2.2,35112.0528,0,0,Intel Core i7,1024,0,Nvidia,Other OS / No OS,141.21199808219862
Acer,Notebook,2,2.19,10602.72,0,0,Other Intel Processor,0,16,Intel,Other OS / No OS,100.45466986113651
Asus,Gaming,8,3.0,63243.36,0,0,Intel Core i7,1024,0,Nvidia,Windows,127.33567457123111
HP,Notebook,8,2.54,26053.92,0,0,Intel Core i3,1024,0,Intel,Windows,106.11306214269258
Dell,Notebook,8,2.0,97449.12,0,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,8,2.05,39373.92,0,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Lenovo,Gaming,8,3.2,69210.72,1,0,Intel Core i7,1024,0,Nvidia,Windows,141.21199808219862
Acer,Notebook,8,2.5,52161.12,0,0,Intel Core i7,0,256,Nvidia,Other OS / No OS,141.21199808219862
Dell,Workstation,16,3.42,153705.3408,0,0,Intel Core i7,0,256,Nvidia,Windows,127.33567457123111
Lenovo,Notebook,6,2.4,26586.72,0,0,AMD,1024,0,AMD,Windows,141.21199808219862
Asus,Ultrabook,16,1.63,78215.04,0,0,Intel Core i7,0,512,Nvidia,Windows,141.21199808219862
Asus,Notebook,4,1.3,27119.52,0,0,Intel Core i3,0,128,Intel,Windows,111.93520355955211
Asus,Gaming,16,2.9,113060.16,0,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Lenovo,Notebook,6,2.8,34578.72,0,0,Intel Core i5,1024,0,Nvidia,Windows,106.11306214269258
Lenovo,Notebook,8,2.2,29250.72,0,0,Intel Core i5,2048,0,Nvidia,Other OS / No OS,100.45466986113651
Asus,Gaming,8,2.5,67399.2,0,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,4,2.2,19180.2672,0,0,Other Intel Processor,1024,0,Intel,Other OS / No OS,100.45466986113651
HP,2 in 1 Convertible,16,1.28,105228.0,0,1,Intel Core i7,0,256,Intel,Windows,165.6321180513006
Toshiba,Notebook,8,2.2,55571.04,1,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,8,2.3,43636.32,0,0,Intel Core i5,1024,128,Nvidia,Windows,141.21199808219862
HP,Notebook,4,1.86,24988.32,0,0,Intel Core i3,1024,0,Intel,Windows,141.21199808219862
Lenovo,Notebook,8,1.1,53226.72,1,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Dell,Ultrabook,16,1.21,133146.72,1,1,Intel Core i7,0,1024,Intel,Windows,331.2642361026012
MSI,Gaming,16,2.8,111834.72,1,0,Intel Core i7,1024,256,Nvidia,Windows,141.21199808219862
Acer,Notebook,8,2.23,24988.32,0,0,AMD,0,256,AMD,Windows,141.21199808219862
Asus,2 in 1 Convertible,2,1.1,14652.0,0,1,Other Intel Processor,0,0,Intel,Windows,135.0942111925629
Dell,Notebook,8,2.33,44968.32,0,0,Intel Core i5,1024,128,AMD,Windows,141.21199808219862
HP,2 in 1 Convertible,16,1.29,130482.72,1,1,Intel Core i7,0,1024,Intel,Windows,331.2642361026012
Lenovo,Notebook,4,1.45,24503.472,0,0,Other Intel Processor,0,0,Intel,Other OS / No OS,117.82653006268643
HP,Notebook,8,1.95,52214.4,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Acer,Notebook,4,1.4,25840.8,0,0,Other Intel Processor,0,0,Intel,Windows,135.0942111925629
HP,Notebook,8,1.48,68837.76,0,0,Intel Core i7,0,256,Intel,Windows,157.3505121487356
Lenovo,Notebook,4,2.79,31381.92,0,0,Intel Core i5,1024,0,Nvidia,Windows,106.11306214269258
Asus,Notebook,8,2.0,58288.32,0,0,Intel Core i7,0,256,Intel,Windows,157.3505121487356
HP,Notebook,8,2.1,48058.56,1,0,Intel Core i7,1024,0,Intel,Windows,100.45466986113651
Acer,Notebook,8,2.2,35111.52,0,0,AMD,0,256,AMD,Windows,100.45466986113651
Lenovo,Notebook,4,1.44,15557.76,0,0,Other Intel Processor,0,0,Intel,Windows,111.93520355955211
Acer,Notebook,6,2.23,29250.72,0,0,Intel Core i5,1024,0,Intel,Windows,100.45466986113651
Asus,Ultrabook,8,1.7,55938.672,0,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
HP,Ultrabook,8,1.26,71128.8,0,0,Intel Core i7,0,256,Intel,Windows,176.23257360658386
Dell,Notebook,32,2.06,140605.91999999998,0,1,Intel Core i7,0,1024,Nvidia,Windows,282.42399616439724
MSI,Gaming,8,2.7,63882.72,0,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Toshiba,Notebook,8,2.0,50243.04,1,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Asus,Notebook,8,2.0,71075.52,0,0,Intel Core i7,1024,256,Intel,Windows,157.3505121487356
Lenovo,Notebook,4,1.85,23922.72,0,0,Intel Core i3,1024,0,Intel,Windows,141.21199808219862
Asus,Gaming,8,2.5,53226.72,0,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
HP,Notebook,8,1.48,67559.04,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Dell,Ultrabook,8,1.9,55890.72,1,0,Intel Core i5,1024,128,Nvidia,Windows,141.21199808219862
HP,Notebook,8,1.84,60952.32,0,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Asus,Notebook,4,2.0,14651.4672,0,0,Other Intel Processor,1024,0,Intel,Other OS / No OS,100.45466986113651
Dell,Notebook,8,2.0,60885.72,0,0,Intel Core i5,0,256,Nvidia,Windows,141.21199808219862
Dell,Notebook,4,2.2,14646.672,0,0,Other Intel Processor,500,0,Intel,Other OS / No OS,100.45466986113651
Lenovo,Notebook,12,2.2,47898.72,0,0,AMD,2048,0,AMD,Windows,141.21199808219862
HP,Notebook,8,2.1,38148.48,1,0,Intel Core i3,1024,0,Nvidia,Windows,141.21199808219862
Lenovo,2 in 1 Convertible,16,1.4,111834.72,1,1,Intel Core i7,0,512,Intel,Windows,316.96506044349616
Dell,Ultrabook,8,1.2,84129.12,0,0,Intel Core i7,0,256,Intel,Windows,165.6321180513006
Lenovo,Gaming,16,2.4,60153.12,1,0,Intel Core i7,2048,256,Nvidia,Windows,141.21199808219862
HP,Notebook,2,1.44,14865.12,0,0,Other Intel Processor,0,0,Intel,Windows,111.93520355955211
Dell,Ultrabook,16,1.88,85672.1088,0,0,Intel Core i7,0,256,Intel,Windows,141.21199808219862
Asus,2 in 1 Convertible,4,1.5,19980.0,0,1,Other Intel Processor,0,0,Intel,Windows,135.0942111925629
Dell,Ultrabook,8,1.9,35324.64,0,0,Intel Core i5,1024,0,AMD,Windows,141.21199808219862
Dell,Notebook,16,2.06,108020.9376,0,1,Intel Core i7,0,512,Nvidia,Windows,282.42399616439724
HP,Notebook,8,1.84,69477.12,0,0,Intel Core i7,0,256,Intel,Windows,141.21199808219862
MSI,Gaming,8,2.7,75071.52,0,0,Intel Core i7,1024,128,Nvidia,Windows,127.33567457123111
HP,Workstation,8,2.6,92615.0256,0,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Toshiba,Notebook,16,2.4,74751.84,1,0,Intel Core i7,0,512,Nvidia,Windows,141.21199808219862
Dell,Notebook,8,2.02,51729.55199999999,0,0,Intel Core i7,2048,128,AMD,Windows,141.21199808219862
Lenovo,Notebook,4,2.2,17155.627200000003,0,0,Other Intel Processor,1024,0,Intel,Other OS / No OS,100.45466986113651
Dell,Gaming,8,2.65,53226.72,0,0,Intel Core i5,1024,0,Nvidia,Windows,141.21199808219862
Dell,Notebook,8,2.36,29696.6736,0,1,Intel Core i5,2048,0,Intel,Windows,100.45466986113651
Dell,Notebook,8,1.36,76030.56,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
HP,Notebook,4,1.86,23389.92,0,0,Intel Core i3,500,0,Intel,Windows,100.45466986113651
Asus,Notebook,8,2.0,50349.6,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Lenovo,Notebook,6,2.8,38308.32,0,0,Intel Core i5,1024,128,Nvidia,Windows,106.11306214269258
HP,Notebook,8,1.86,34045.92,0,0,Intel Core i5,1024,0,Intel,Windows,141.21199808219862
Lenovo,Notebook,8,2.2,26586.72,0,0,Intel Core i3,0,256,Nvidia,Other OS / No OS,100.45466986113651
HP,Notebook,8,2.04,20725.92,0,0,Other Intel Processor,2048,0,Intel,Windows,100.45466986113651
Dell,Notebook,8,2.8,57808.8,0,0,Intel Core i5,1024,128,AMD,Windows,127.33567457123111
Lenovo,Gaming,8,2.4,43103.52,1,0,Intel Core i5,1024,128,Nvidia,Other OS / No OS,141.21199808219862
Dell,Notebook,8,2.33,47898.72,0,0,Intel Core i7,0,256,AMD,Windows,141.21199808219862
HP,Ultrabook,8,1.36,93240.0,1,0,Intel Core i7,0,256,Intel,Windows,157.3505121487356
Asus,2 in 1 Convertible,12,2.26,58554.72,0,1,Intel Core i7,2048,512,Nvidia,Windows,141.21199808219862
Acer,Notebook,4,2.1,22697.28,0,0,AMD,0,128,AMD,Windows,100.45466986113651
Asus,Gaming,16,3.25,117162.72,1,0,AMD,1024,256,AMD,Windows,127.33567457123111
Lenovo,Notebook,4,2.6,26053.92,0,0,AMD,0,128,AMD,Windows,106.11306214269258
Dell,2 in 1 Convertible,8,1.62,46300.85279999999,0,1,Intel Core i7,0,256,Intel,Windows,165.6321180513006
HP,Notebook,4,1.91,26053.3872,0,0,AMD,0,256,AMD,Windows,141.21199808219862
Lenovo,Netbook,4,1.59,29463.84,1,0,Other Intel Processor,0,128,Intel,Windows,135.0942111925629
Dell,Notebook,4,1.8,16463.52,0,0,Other Intel Processor,500,0,Intel,Windows,100.45466986113651
Asus,Notebook,4,1.5,15238.08,0,0,Other Intel Processor,0,0,Intel,Windows,111.93520355955211
Acer,Notebook,8,2.4,45074.88,0,0,Intel Core i7,1024,0,Nvidia,Other OS / No OS,141.21199808219862
HP,Gaming,8,3.35,63456.48,1,0,Intel Core i7,1024,128,Nvidia,Windows,127.33567457123111
Lenovo,Notebook,4,1.85,21498.48,0,0,Intel Core i3,0,128,Intel,Other OS / No OS,141.21199808219862
Asus,Gaming,8,2.3,88178.4,1,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,8,1.5,58554.72,1,0,Intel Core i5,0,256,Nvidia,Windows,157.3505121487356
Asus,Ultrabook,16,1.1,93181.392,0,1,Intel Core i7,0,512,Intel,Windows,165.6321180513006
Lenovo,Ultrabook,8,1.13,121584.96,1,0,Intel Core i7,0,512,Intel,Windows,209.8006828649808
Lenovo,Notebook,4,1.5,29250.72,1,0,Intel Core i3,0,128,Intel,Windows,165.6321180513006
Dell,Workstation,8,2.23,72940.31999999999,0,0,Intel Core i5,500,0,AMD,Windows,141.21199808219862
Dell,Workstation,8,2.0,113752.8,1,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Lenovo,2 in 1 Convertible,16,1.42,133679.52,0,1,Intel Core i7,0,512,Intel,Windows,209.8006828649808
Asus,Gaming,8,3.0,55357.92,0,0,Intel Core i7,1024,0,Nvidia,Windows,127.33567457123111
Asus,Gaming,16,3.0,84768.48,0,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Acer,Notebook,12,2.2,36975.7872,1,0,Intel Core i5,1024,0,Nvidia,Windows,100.45466986113651
MSI,Gaming,8,2.7,71874.72,0,0,Intel Core i7,0,256,Nvidia,Windows,127.33567457123111
Dell,Notebook,8,2.33,41498.1936,0,0,Intel Core i7,0,256,AMD,Other OS / No OS,141.21199808219862
HP,Ultrabook,4,1.91,26586.72,0,0,AMD,0,256,AMD,Windows,141.21199808219862
Lenovo,Notebook,8,2.1,65510.9568,1,0,Intel Core i7,0,256,AMD,Windows,141.21199808219862
Lenovo,Notebook,8,1.9,49976.64,1,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Dell,Workstation,8,1.78,144495.36,0,1,Intel Core i7,0,256,Nvidia,Windows,282.42399616439724
Lenovo,Ultrabook,16,1.13,139860.0,1,0,Intel Core i7,0,1024,Intel,Windows,209.8006828649808
Lenovo,Notebook,4,2.2,16303.68,0,0,Other Intel Processor,1024,0,Intel,Windows,100.45466986113651
Asus,Gaming,16,2.9,81465.12,0,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Lenovo,Notebook,8,2.1,60978.96,1,0,Intel Core i5,1024,256,AMD,Windows,141.21199808219862
Acer,Notebook,8,2.5,46833.12,0,0,Intel Core i7,0,256,Nvidia,Other OS / No OS,141.21199808219862
MSI,Gaming,16,2.8,119826.72,0,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Asus,Ultrabook,8,1.1,99793.44,0,0,Intel Core i7,0,512,Intel,Windows,157.3505121487356
Toshiba,Ultrabook,16,1.2,93080.16,0,0,Intel Core i7,0,512,Intel,Windows,165.6321180513006
Dell,Ultrabook,8,1.36,89510.4,0,0,Intel Core i7,0,512,Intel,Windows,157.3505121487356
Lenovo,Notebook,4,2.2,21791.52,0,0,Intel Core i3,500,0,Intel,Windows,141.21199808219862
Lenovo,Notebook,2,1.15,16221.096,0,0,Other Intel Processor,0,0,Intel,Windows,135.0942111925629
Lenovo,Workstation,8,2.67,102564.0,0,0,Intel Core i7,0,512,Nvidia,Windows,141.21199808219862
Lenovo,Ultrabook,8,1.7,103523.04,1,0,Intel Core i7,0,512,Nvidia,Windows,209.8006828649808
HP,Notebook,4,2.1,24988.32,0,0,Intel Core i3,1024,0,AMD,Windows,141.21199808219862
Acer,2 in 1 Convertible,8,1.6,42038.4528,1,1,Intel Core i7,0,256,Intel,Windows,165.6321180513006
Asus,2 in 1 Convertible,8,1.27,49443.84,1,1,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Dell,Notebook,4,2.3,31909.392,0,0,Intel Core i5,0,256,AMD,Other OS / No OS,141.21199808219862
Dell,Notebook,4,1.65,36709.92,0,0,Intel Core i3,0,128,Intel,Windows,117.82653006268643
HP,Ultrabook,8,1.43,79920.0,0,0,Intel Core i7,0,256,Intel,Windows,157.3505121487356
Dell,Notebook,8,2.14,28768.536,0,0,Intel Core i5,1024,0,Intel,Windows,100.45466986113651
Lenovo,Ultrabook,8,1.75,64755.44640000001,1,0,Intel Core i7,0,256,AMD,Windows,157.3505121487356
Lenovo,2 in 1 Convertible,16,2.0,101178.72,1,1,Intel Core i7,0,512,Nvidia,Windows,282.42399616439724
Chuwi,Notebook,6,1.4,23922.72,1,0,Other Intel Processor,0,0,Intel,Windows,267.3384360344031
HP,Notebook,8,2.31,76030.56,0,0,Intel Core i7,0,256,Intel,Windows,141.21199808219862
Asus,Notebook,8,2.3,31808.16,0,0,Intel Core i3,1024,0,Nvidia,Other OS / No OS,141.21199808219862
Dell,Gaming,16,4.42,149130.72,1,0,Intel Core i7,1024,256,Nvidia,Windows,169.78089942830815
Dell,Gaming,8,2.62,61751.52,1,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
Dell,Notebook,8,2.02,60867.072,0,0,Intel Core i7,2048,256,AMD,Windows,141.21199808219862
Dell,Ultrabook,8,1.6,58554.72,0,0,Intel Core i7,0,256,Intel,Other OS / No OS,157.3505121487356
HP,Gaming,12,3.35,106506.72,0,0,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Mediacom,2 in 1 Convertible,4,1.16,15930.72,1,1,Other Intel Processor,0,32,Intel,Windows,189.90579052433606
Samsung,Netbook,4,1.15,14332.32,0,0,Other Intel Processor,0,0,Intel,Other OS / No OS,135.0942111925629
Lenovo,Notebook,8,1.4,53812.8,1,0,Intel Core i7,0,256,Intel,Windows,165.6321180513006
Lenovo,Notebook,4,1.7,31914.72,1,0,Intel Core i3,0,128,Intel,Windows,157.3505121487356
Lenovo,Workstation,16,2.3,130269.6,1,0,Intel Core i7,0,512,Nvidia,Windows,282.42399616439724
Lenovo,Notebook,16,2.5,130482.72,0,0,Intel Core i7,0,512,Nvidia,Windows,141.21199808219862
Asus,Gaming,8,3.2,90309.6,0,0,AMD,1024,256,AMD,Windows,127.33567457123111
HP,Notebook,4,2.1,18488.16,0,0,Other Intel Processor,500,0,Intel,Windows,100.45466986113651
Google,Ultrabook,16,1.1,117162.72,0,1,Intel Core i7,0,512,Intel,Other OS / No OS,234.50740003017813
Lenovo,Ultrabook,24,1.32,126912.96,0,0,Intel Core i7,0,512,Intel,Windows,209.8006828649808
Asus,Notebook,4,2.0,29783.52,0,0,Intel Core i5,0,256,Intel,Other OS / No OS,141.21199808219862
Lenovo,Notebook,8,2.8,27652.32,0,0,AMD,1024,0,AMD,Windows,106.11306214269258
Dell,Notebook,4,2.2,39906.72,0,0,Intel Core i5,0,256,AMD,Windows,141.21199808219862
Lenovo,Ultrabook,8,1.36,76137.12,1,0,Intel Core i5,0,256,Intel,Windows,176.23257360658386
Lenovo,Notebook,4,2.2,18594.72,0,0,Other Intel Processor,0,128,Intel,Windows,141.21199808219862
HP,Gaming,8,2.2,58554.72,1,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
Dell,Notebook,8,1.64,62817.12,0,0,Intel Core i5,0,256,Nvidia,Windows,157.3505121487356
Acer,Notebook,4,2.4,23539.104,0,0,Intel Core i5,500,0,Intel,Other OS / No OS,100.45466986113651
Dell,Workstation,8,2.23,106187.04,0,0,Other Intel Processor,1024,0,Nvidia,Windows,141.21199808219862
MSI,Gaming,8,2.2,54757.9872,0,0,Intel Core i5,0,256,Nvidia,Windows,141.21199808219862
Microsoft,Ultrabook,16,1.25,137941.91999999998,0,1,Intel Core i7,0,512,Intel,Windows,200.84255993695703
HP,Notebook,8,1.91,31381.92,0,0,Intel Core i5,0,128,Intel,Windows,100.45466986113651
Dell,Workstation,16,2.17,105228.0,1,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
HP,Workstation,8,2.31,81731.52,1,0,Intel Core i7,0,512,Intel,Windows,141.21199808219862
Lenovo,Notebook,8,1.65,71661.59999999999,0,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Dell,Notebook,8,2.36,52161.12,0,0,Intel Core i7,1024,128,AMD,Windows,141.21199808219862
Dell,2 in 1 Convertible,4,1.47,25521.12,0,1,Other Intel Processor,500,0,Intel,Windows,135.0942111925629
Dell,Notebook,8,4.42,109010.88,1,0,Intel Core i7,1024,0,Nvidia,Windows,127.33567457123111
Microsoft,Ultrabook,4,1.252,52693.92,0,1,Other Intel Processor,0,128,Intel,Windows,200.84255993695703
Microsoft,Ultrabook,8,1.25,95850.72,0,1,Intel Core i7,0,256,Intel,Windows,200.84255993695703
HP,Notebook,8,2.5,34093.872,0,0,Intel Core i3,0,256,Intel,Windows,106.11306214269258
Acer,Notebook,4,2.23,28984.32,0,0,Intel Core i3,1024,0,Nvidia,Windows,141.21199808219862
Acer,Netbook,4,1.4,23176.8,0,0,Other Intel Processor,0,128,Intel,Windows,135.0942111925629
Asus,Notebook,8,2.37,39906.72,0,0,Intel Core i5,1024,0,Intel,Windows,141.21199808219862
Lenovo,Notebook,8,1.5,42570.72,1,0,Intel Core i7,0,512,AMD,Other OS / No OS,157.3505121487356
Lenovo,Notebook,8,2.67,111355.2,0,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Asus,Notebook,4,2.0,16197.12,0,0,Other Intel Processor,500,0,Intel,Windows,100.45466986113651
Acer,Notebook,4,2.2,24988.32,0,0,Intel Core i3,500,0,Nvidia,Windows,100.45466986113651
Dell,Notebook,8,2.02,40439.52,0,0,Intel Core i5,2048,0,AMD,Windows,141.21199808219862
HP,Gaming,12,3.78,90522.72,1,0,Intel Core i7,1024,0,Nvidia,Windows,127.33567457123111
Lenovo,Ultrabook,12,1.4,98994.24,1,0,Intel Core i7,0,256,Intel,Windows,209.8006828649808
HP,2 in 1 Convertible,8,1.29,106506.72,1,1,Intel Core i7,0,512,Intel,Windows,331.2642361026012
HP,Notebook,8,1.9,61485.12,0,0,Intel Core i5,500,0,AMD,Windows,141.21199808219862
Google,Ultrabook,8,1.1,67932.0,0,1,Intel Core i5,0,128,Intel,Other OS / No OS,234.50740003017813
Dell,Ultrabook,8,1.42,98133.768,0,1,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Asus,Notebook,12,2.06,69210.72,1,0,Intel Core i7,1024,128,Intel,Windows,282.42399616439724
Dell,Notebook,8,1.79,39427.2,0,0,Intel Core i3,0,128,Intel,Windows,111.93520355955211
Dell,Workstation,8,1.78,128298.24,0,0,Intel Core i7,0,256,Nvidia,Windows,141.21199808219862
Lenovo,Notebook,8,1.7,72673.92,0,0,Intel Core i5,0,180,Intel,Windows,157.3505121487356
Dell,Notebook,8,2.2,35964.0,0,0,Intel Core i5,1024,0,AMD,Windows,141.21199808219862
Toshiba,Notebook,8,1.05,89084.16,1,0,Intel Core i5,0,256,Intel,Windows,165.6321180513006
Dell,Notebook,8,2.16,67239.36,1,0,Intel Core i7,0,512,Nvidia,Windows,141.21199808219862
Dell,Notebook,4,2.18,31254.048,0,0,Intel Core i3,1024,0,Intel,Windows,100.45466986113651
HP,Notebook,4,1.49,38681.28,1,0,Intel Core i5,0,128,Intel,Windows,165.6321180513006
Chuwi,Notebook,4,1.89,13261.392000000002,0,0,Other Intel Processor,0,0,Intel,Windows,141.21199808219862
Lenovo,Notebook,4,2.3,30103.2,0,0,Intel Core i3,0,128,Intel,Windows,100.45466986113651
Lenovo,Notebook,8,1.75,55890.72,1,0,Intel Core i5,0,256,Intel,Windows,157.3505121487356
Dell,Workstation,16,2.17,124568.64,1,0,Intel Core i7,0,512,Nvidia,Windows,141.21199808219862
Dell,Notebook,16,2.06,101178.72,0,0,Intel Core i7,0,512,Nvidia,Windows,141.21199808219862
Lenovo,Ultrabook,16,1.36,95797.44,1,0,Intel Core i7,0,512,Intel,Windows,176.23257360658386
Asus,Ultrabook,16,0.91,103896.0,0,0,Intel Core i7,0,512,Intel,Windows,176.23257360658386
Lenovo,Notebook,8,2.3,53918.82719999999,1,0,Intel Core i5,0,256,Nvidia,Windows,141.21199808219862
Toshiba,Ultrabook,32,1.05,149130.72,0,1,Intel Core i7,0,512,Intel,Windows,165.6321180513006
Asus,Gaming,8,1.99,71928.0,0,0,Intel Core i7,1024,128,Nvidia,Windows,141.21199808219862
Acer,Notebook,8,2.2,30849.12,0,0,AMD,1024,0,AMD,Windows,100.45466986113651
Asus,Gaming,24,4.33,67612.31999999999,1,1,Intel Core i7,1024,256,Nvidia,Windows,127.33567457123111
Lenovo,Ultrabook,8,1.3,58554.72,1,0,Intel Core i5,0,180,Intel,Windows,125.36742798669837
Lenovo,Notebook,8,2.17,47893.39199999999,0,0,Intel Core i7,0,256,Intel,Windows,141.21199808219862
HP,Notebook,8,1.48,93186.72,0,0,Intel Core i7,0,1024,Intel,Windows,157.3505121487356
Lenovo,Notebook,8,1.4,50562.72,1,0,Intel Core i3,0,256,Intel,Windows,165.6321180513006
Lenovo,Notebook,8,2.3,48538.08,1,0,Intel Core i5,0,256,Intel,Windows,141.21199808219862
Asus,Netbook,4,1.2,18115.2,0,0,Other Intel Processor,0,0,Intel,Windows,135.0942111925629
HP,Notebook,8,1.91,32979.7872,0,0,Intel Core i5,0,256,AMD,Windows,100.45466986113651
Lenovo,2 in 1 Convertible,8,1.4,85194.72,1,1,Intel Core i5,0,256,Intel,Windows,158.48253022174808
Lenovo,Notebook,4,2.1,15930.72,0,0,Other Intel Processor,500,0,Intel,Windows,111.93520355955211
Lenovo,Netbook,4,1.25,14119.2,0,0,Other Intel Processor,0,16,Intel,Other OS / No OS,135.0942111925629
